contact_date,year,month,week,day_of_week,region_code,region_name,channel,volume,bookings,cancellations,abandoned,avg_handle_mins,is_forecast
2025-01-01,2025,1,1,Wednesday,SE,South East,SMS,37,14,3,2,8.08,0
2025-01-01,2025,1,1,Wednesday,SE,South East,Web,111,32,4,3,8.28,0
2025-01-01,2025,1,1,Wednesday,SW,South West,Agent Callback,15,3,0,0,7.76,0
2025-01-01,2025,1,1,Wednesday,SW,South West,App,28,9,1,1,9.63,0
2025-01-01,2025,1,1,Wednesday,SW,South West,IVR,2,1,0,0,9.78,0
2025-01-01,2025,1,1,Wednesday,SW,South West,Phone,84,27,4,3,8.94,0
2025-01-01,2025,1,1,Wednesday,SW,South West,SMS,23,5,1,0,8.14,0
2025-01-01,2025,1,1,Wednesday,SW,South West,Web,49,14,2,2,9.11,0
2025-01-01,2025,1,1,Wednesday,WAL,Wales,App,41,13,1,1,8.7,0
2025-01-01,2025,1,1,Wednesday,WAL,Wales,IVR,8,2,1,0,8.0,0
2025-01-01,2025,1,1,Wednesday,WAL,Wales,Phone,64,19,3,0,8.58,0
2025-01-01,2025,1,1,Wednesday,WAL,Wales,SMS,5,2,0,0,8.29,0
2025-01-01,2025,1,1,Wednesday,WAL,Wales,Web,33,13,2,1,8.15,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,Agent Callback,9,2,0,1,6.61,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,App,76,22,3,3,7.79,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,IVR,14,4,0,0,8.91,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,Phone,89,29,6,7,8.23,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,SMS,17,6,1,2,10.15,0
2025-01-01,2025,1,1,Wednesday,YRK,Yorkshire,Web,83,24,4,3,8.73,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,Agent Callback,8,2,0,1,6.25,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,App,49,15,4,0,8.41,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,IVR,43,13,1,0,8.44,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,Phone,132,39,4,5,8.91,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,SMS,30,8,1,0,8.86,0
2025-01-02,2025,1,1,Thursday,MID,Midlands,Web,61,15,3,3,8.91,0
2025-01-02,2025,1,1,Thursday,NE,North East,Agent Callback,19,6,2,0,9.92,0
2025-01-02,2025,1,1,Thursday,NE,North East,App,52,16,1,3,8.72,0
2025-01-02,2025,1,1,Thursday,NE,North East,IVR,12,3,1,0,11.95,0
2025-01-02,2025,1,1,Thursday,NE,North East,Phone,66,23,0,2,8.2,0
2025-01-02,2025,1,1,Thursday,NE,North East,SMS,12,3,0,1,9.8,0
2025-01-02,2025,1,1,Thursday,NE,North East,Web,50,15,1,2,7.9,0
2025-01-02,2025,1,1,Thursday,NW,North West,Agent Callback,21,7,2,0,8.87,0
2025-01-02,2025,1,1,Thursday,NW,North West,App,57,19,5,0,9.22,0
2025-01-02,2025,1,1,Thursday,NW,North West,IVR,20,6,3,1,9.25,0
2025-01-02,2025,1,1,Thursday,NW,North West,Phone,95,28,2,2,8.69,0
2025-01-02,2025,1,1,Thursday,NW,North West,SMS,36,10,1,2,8.48,0
2025-01-02,2025,1,1,Thursday,NW,North West,Web,74,24,5,1,8.28,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,Agent Callback,4,1,0,0,11.92,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,App,53,12,1,2,9.51,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,IVR,12,4,1,1,6.84,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,Phone,73,25,2,3,8.87,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,SMS,7,3,1,0,8.42,0
2025-01-02,2025,1,1,Thursday,SCO,Scotland,Web,71,18,1,6,9.01,0
2025-01-02,2025,1,1,Thursday,SE,South East,Agent Callback,8,3,0,0,8.97,0
2025-01-02,2025,1,1,Thursday,SE,South East,App,77,25,2,6,8.17,0
2025-01-02,2025,1,1,Thursday,SE,South East,IVR,27,7,1,1,7.85,0
2025-01-02,2025,1,1,Thursday,SE,South East,Phone,159,49,8,7,8.31,0
2025-01-02,2025,1,1,Thursday,SE,South East,SMS,31,7,1,0,8.64,0
2025-01-02,2025,1,1,Thursday,SE,South East,Web,120,39,9,4,8.48,0
2025-01-02,2025,1,1,Thursday,SW,South West,Agent Callback,6,2,0,1,8.71,0
2025-01-02,2025,1,1,Thursday,SW,South West,App,13,5,2,0,8.87,0
2025-01-02,2025,1,1,Thursday,SW,South West,IVR,18,4,1,3,8.36,0
2025-01-02,2025,1,1,Thursday,SW,South West,Phone,76,26,2,4,8.26,0
2025-01-02,2025,1,1,Thursday,SW,South West,SMS,27,8,1,1,7.72,0
2025-01-02,2025,1,1,Thursday,SW,South West,Web,36,10,2,1,7.81,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,Agent Callback,4,2,0,0,9.68,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,App,14,4,1,0,8.89,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,IVR,11,4,1,1,8.96,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,Phone,41,14,3,1,8.74,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,SMS,11,5,1,0,8.26,0
2025-01-02,2025,1,1,Thursday,WAL,Wales,Web,45,14,2,0,8.78,0
2025-01-02,2025,1,1,Thursday,YRK,Yorkshire,App,36,13,1,4,7.81,0
2025-01-02,2025,1,1,Thursday,YRK,Yorkshire,IVR,18,6,1,0,8.3,0
2025-01-02,2025,1,1,Thursday,YRK,Yorkshire,Phone,89,29,7,0,8.75,0
2025-01-02,2025,1,1,Thursday,YRK,Yorkshire,SMS,14,4,0,0,8.71,0
2025-01-02,2025,1,1,Thursday,YRK,Yorkshire,Web,58,16,3,3,7.85,0
2025-01-03,2025,1,1,Friday,MID,Midlands,Agent Callback,13,6,0,1,6.04,0
2025-01-03,2025,1,1,Friday,MID,Midlands,App,38,13,1,0,9.01,0
2025-01-03,2025,1,1,Friday,MID,Midlands,IVR,40,11,3,1,8.7,0
2025-01-03,2025,1,1,Friday,MID,Midlands,Phone,150,44,7,5,8.6,0
2025-01-03,2025,1,1,Friday,MID,Midlands,SMS,17,5,1,0,9.46,0
2025-01-03,2025,1,1,Friday,MID,Midlands,Web,57,15,1,2,8.58,0
2025-01-03,2025,1,1,Friday,NE,North East,Agent Callback,2,1,1,0,5.78,0
2025-01-03,2025,1,1,Friday,NE,North East,App,31,8,2,1,9.88,0
2025-01-03,2025,1,1,Friday,NE,North East,IVR,23,5,1,1,8.0,0
2025-01-03,2025,1,1,Friday,NE,North East,Phone,70,22,4,2,8.55,0
2025-01-03,2025,1,1,Friday,NE,North East,SMS,12,4,0,0,8.0,0
2025-01-03,2025,1,1,Friday,NE,North East,Web,43,12,5,1,9.2,0
2025-01-03,2025,1,1,Friday,NW,North West,Agent Callback,6,2,0,1,10.12,0
2025-01-03,2025,1,1,Friday,NW,North West,App,39,14,3,3,9.17,0
2025-01-03,2025,1,1,Friday,NW,North West,IVR,20,7,0,1,6.78,0
2025-01-03,2025,1,1,Friday,NW,North West,Phone,80,24,3,2,8.63,0
2025-01-03,2025,1,1,Friday,NW,North West,SMS,17,7,0,1,9.27,0
2025-01-03,2025,1,1,Friday,NW,North West,Web,67,23,3,0,7.8,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,Agent Callback,11,3,0,1,11.01,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,App,42,12,0,0,8.88,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,IVR,8,4,0,0,8.59,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,Phone,48,17,4,3,9.11,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,SMS,11,3,0,0,8.15,0
2025-01-03,2025,1,1,Friday,SCO,Scotland,Web,42,14,2,4,8.45,0
2025-01-03,2025,1,1,Friday,SE,South East,Agent Callback,23,6,1,1,9.86,0
2025-01-03,2025,1,1,Friday,SE,South East,App,48,19,3,2,9.23,0
2025-01-03,2025,1,1,Friday,SE,South East,IVR,25,7,2,1,8.13,0
2025-01-03,2025,1,1,Friday,SE,South East,Phone,159,46,5,1,8.68,0
2025-01-03,2025,1,1,Friday,SE,South East,SMS,35,12,1,1,7.21,0
2025-01-03,2025,1,1,Friday,SE,South East,Web,88,29,4,4,8.74,0
2025-01-03,2025,1,1,Friday,SW,South West,App,21,6,1,1,10.44,0
2025-01-03,2025,1,1,Friday,SW,South West,IVR,6,2,0,0,7.23,0
2025-01-03,2025,1,1,Friday,SW,South West,Phone,62,21,3,4,8.53,0
2025-01-03,2025,1,1,Friday,SW,South West,SMS,14,4,1,0,8.36,0
2025-01-03,2025,1,1,Friday,SW,South West,Web,43,12,2,4,8.38,0
2025-01-03,2025,1,1,Friday,WAL,Wales,Agent Callback,7,2,0,1,8.83,0
2025-01-03,2025,1,1,Friday,WAL,Wales,App,17,5,0,0,7.74,0
2025-01-03,2025,1,1,Friday,WAL,Wales,IVR,10,4,1,0,10.63,0
2025-01-03,2025,1,1,Friday,WAL,Wales,Phone,65,19,3,3,8.76,0
2025-01-03,2025,1,1,Friday,WAL,Wales,SMS,10,3,1,0,5.16,0
2025-01-03,2025,1,1,Friday,WAL,Wales,Web,36,12,0,3,7.94,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,Agent Callback,10,4,0,0,9.12,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,App,47,18,0,1,8.07,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,IVR,10,3,1,0,8.08,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,Phone,102,31,4,3,8.08,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,SMS,12,4,0,0,8.39,0
2025-01-03,2025,1,1,Friday,YRK,Yorkshire,Web,61,16,3,2,7.81,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,Agent Callback,9,2,0,0,5.54,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,App,23,9,0,0,9.25,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,IVR,12,4,0,0,8.7,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,Phone,45,12,4,5,8.44,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,SMS,21,5,0,1,9.13,0
2025-01-04,2025,1,1,Saturday,MID,Midlands,Web,24,10,2,0,7.9,0
2025-01-04,2025,1,1,Saturday,NE,North East,Agent Callback,3,1,0,0,10.93,0
2025-01-04,2025,1,1,Saturday,NE,North East,App,25,6,1,0,8.42,0
2025-01-04,2025,1,1,Saturday,NE,North East,Phone,29,10,1,0,6.96,0
2025-01-04,2025,1,1,Saturday,NE,North East,SMS,5,2,0,0,6.93,0
2025-01-04,2025,1,1,Saturday,NE,North East,Web,29,7,1,3,9.26,0
2025-01-04,2025,1,1,Saturday,NW,North West,Agent Callback,4,1,0,0,9.26,0
2025-01-04,2025,1,1,Saturday,NW,North West,App,32,11,3,1,8.1,0
2025-01-04,2025,1,1,Saturday,NW,North West,IVR,8,3,0,1,8.32,0
2025-01-04,2025,1,1,Saturday,NW,North West,Phone,34,9,0,0,9.37,0
2025-01-04,2025,1,1,Saturday,NW,North West,SMS,7,2,1,0,6.96,0
2025-01-04,2025,1,1,Saturday,NW,North West,Web,19,5,1,0,8.7,0
2025-01-04,2025,1,1,Saturday,SCO,Scotland,App,7,2,0,0,7.79,0
2025-01-04,2025,1,1,Saturday,SCO,Scotland,IVR,2,1,0,0,9.57,0
2025-01-04,2025,1,1,Saturday,SCO,Scotland,Phone,49,14,2,1,7.51,0
2025-01-04,2025,1,1,Saturday,SCO,Scotland,SMS,3,1,1,0,7.86,0
2025-01-04,2025,1,1,Saturday,SCO,Scotland,Web,20,8,3,1,8.2,0
2025-01-04,2025,1,1,Saturday,SE,South East,Agent Callback,9,3,1,0,7.81,0
2025-01-04,2025,1,1,Saturday,SE,South East,App,56,15,3,1,8.24,0
2025-01-04,2025,1,1,Saturday,SE,South East,IVR,11,4,0,0,9.53,0
2025-01-04,2025,1,1,Saturday,SE,South East,Phone,55,14,3,1,7.73,0
2025-01-04,2025,1,1,Saturday,SE,South East,SMS,14,4,0,1,9.69,0
2025-01-04,2025,1,1,Saturday,SE,South East,Web,32,10,1,0,8.2,0
2025-01-04,2025,1,1,Saturday,SW,South West,App,8,1,0,0,6.16,0
2025-01-04,2025,1,1,Saturday,SW,South West,IVR,6,2,0,0,5.83,0
2025-01-04,2025,1,1,Saturday,SW,South West,Phone,25,9,0,0,7.8,0
2025-01-04,2025,1,1,Saturday,SW,South West,Web,18,7,0,1,7.99,0
2025-01-04,2025,1,1,Saturday,WAL,Wales,Agent Callback,9,3,2,1,7.27,0
2025-01-04,2025,1,1,Saturday,WAL,Wales,App,13,4,0,0,9.18,0
2025-01-04,2025,1,1,Saturday,WAL,Wales,IVR,3,1,0,0,8.17,0
2025-01-04,2025,1,1,Saturday,WAL,Wales,Phone,15,5,1,0,6.07,0
2025-01-04,2025,1,1,Saturday,WAL,Wales,Web,20,7,1,0,7.66,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,Agent Callback,9,2,0,1,8.78,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,App,28,7,0,2,8.41,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,IVR,6,2,0,0,10.41,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,Phone,58,15,3,3,9.19,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,SMS,1,1,0,0,8.09,0
2025-01-04,2025,1,1,Saturday,YRK,Yorkshire,Web,34,8,0,2,9.65,0
2025-01-05,2025,1,1,Sunday,MID,Midlands,App,10,3,1,0,9.97,0
2025-01-05,2025,1,1,Sunday,MID,Midlands,IVR,7,2,0,0,9.15,0
2025-01-05,2025,1,1,Sunday,MID,Midlands,Phone,15,5,0,0,9.14,0
2025-01-05,2025,1,1,Sunday,MID,Midlands,SMS,4,1,0,0,11.99,0
2025-01-05,2025,1,1,Sunday,MID,Midlands,Web,45,13,2,0,9.34,0
2025-01-05,2025,1,1,Sunday,NE,North East,Agent Callback,1,1,0,0,10.81,0
2025-01-05,2025,1,1,Sunday,NE,North East,App,20,5,2,1,9.06,0
2025-01-05,2025,1,1,Sunday,NE,North East,IVR,3,1,0,0,8.02,0
2025-01-05,2025,1,1,Sunday,NE,North East,Phone,13,5,1,0,7.55,0
2025-01-05,2025,1,1,Sunday,NE,North East,SMS,8,2,0,0,5.36,0
2025-01-05,2025,1,1,Sunday,NE,North East,Web,9,2,1,0,11.21,0
2025-01-05,2025,1,1,Sunday,NW,North West,Agent Callback,4,1,0,0,4.94,0
2025-01-05,2025,1,1,Sunday,NW,North West,App,13,4,1,0,8.71,0
2025-01-05,2025,1,1,Sunday,NW,North West,IVR,4,1,0,0,6.09,0
2025-01-05,2025,1,1,Sunday,NW,North West,Phone,13,6,1,0,9.88,0
2025-01-05,2025,1,1,Sunday,NW,North West,SMS,3,1,0,0,11.58,0
2025-01-05,2025,1,1,Sunday,NW,North West,Web,14,5,2,0,8.46,0
2025-01-05,2025,1,1,Sunday,SCO,Scotland,App,5,1,0,0,11.02,0
2025-01-05,2025,1,1,Sunday,SCO,Scotland,Phone,21,7,1,1,9.24,0
2025-01-05,2025,1,1,Sunday,SCO,Scotland,SMS,2,1,0,0,8.05,0
2025-01-05,2025,1,1,Sunday,SCO,Scotland,Web,21,6,0,0,7.61,0
2025-01-05,2025,1,1,Sunday,SE,South East,App,22,6,1,0,8.59,0
2025-01-05,2025,1,1,Sunday,SE,South East,IVR,6,2,0,0,11.37,0
2025-01-05,2025,1,1,Sunday,SE,South East,Phone,30,6,2,1,8.12,0
2025-01-05,2025,1,1,Sunday,SE,South East,SMS,8,2,0,0,9.44,0
2025-01-05,2025,1,1,Sunday,SE,South East,Web,31,9,1,0,8.63,0
2025-01-05,2025,1,1,Sunday,SW,South West,Agent Callback,1,1,1,0,10.2,0
2025-01-05,2025,1,1,Sunday,SW,South West,App,2,1,0,1,12.38,0
2025-01-05,2025,1,1,Sunday,SW,South West,IVR,6,2,1,0,7.67,0
2025-01-05,2025,1,1,Sunday,SW,South West,Phone,14,4,1,1,7.38,0
2025-01-05,2025,1,1,Sunday,SW,South West,SMS,5,1,0,0,9.41,0
2025-01-05,2025,1,1,Sunday,SW,South West,Web,7,3,0,0,8.91,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,Agent Callback,1,1,1,0,11.49,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,App,1,1,1,0,11.26,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,IVR,4,1,1,1,6.79,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,Phone,15,5,2,0,8.32,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,SMS,2,1,0,0,6.17,0
2025-01-05,2025,1,1,Sunday,WAL,Wales,Web,7,2,1,0,10.53,0
2025-01-05,2025,1,1,Sunday,YRK,Yorkshire,App,11,4,0,0,9.63,0
2025-01-05,2025,1,1,Sunday,YRK,Yorkshire,IVR,5,1,0,0,12.25,0
2025-01-05,2025,1,1,Sunday,YRK,Yorkshire,Phone,27,7,2,0,8.28,0
2025-01-05,2025,1,1,Sunday,YRK,Yorkshire,SMS,7,2,0,1,8.4,0
2025-01-05,2025,1,1,Sunday,YRK,Yorkshire,Web,11,4,0,0,9.91,0
2025-01-06,2025,1,2,Monday,MID,Midlands,Agent Callback,13,5,0,0,8.86,0
2025-01-06,2025,1,2,Monday,MID,Midlands,App,66,18,6,3,8.36,0
2025-01-06,2025,1,2,Monday,MID,Midlands,IVR,35,12,1,1,7.9,0
2025-01-06,2025,1,2,Monday,MID,Midlands,Phone,98,29,4,2,9.0,0
2025-01-06,2025,1,2,Monday,MID,Midlands,SMS,18,7,0,0,9.57,0
2025-01-06,2025,1,2,Monday,MID,Midlands,Web,98,31,0,4,8.02,0
2025-01-06,2025,1,2,Monday,NE,North East,Agent Callback,7,3,0,0,6.86,0
2025-01-06,2025,1,2,Monday,NE,North East,App,38,11,1,1,8.38,0
2025-01-06,2025,1,2,Monday,NE,North East,IVR,18,5,1,1,7.27,0
2025-01-06,2025,1,2,Monday,NE,North East,Phone,58,21,2,1,8.21,0
2025-01-06,2025,1,2,Monday,NE,North East,SMS,13,3,0,0,9.69,0
2025-01-06,2025,1,2,Monday,NE,North East,Web,47,15,1,2,7.72,0
2025-01-06,2025,1,2,Monday,NW,North West,Agent Callback,3,2,0,1,5.74,0
2025-01-06,2025,1,2,Monday,NW,North West,App,49,15,2,3,8.45,0
2025-01-06,2025,1,2,Monday,NW,North West,IVR,38,8,1,2,8.95,0
2025-01-06,2025,1,2,Monday,NW,North West,Phone,95,29,5,4,9.16,0
2025-01-06,2025,1,2,Monday,NW,North West,SMS,12,3,1,0,9.11,0
2025-01-06,2025,1,2,Monday,NW,North West,Web,79,23,5,3,8.12,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,Agent Callback,11,3,0,0,6.03,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,App,42,13,3,4,8.84,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,IVR,17,6,0,1,6.67,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,Phone,75,23,6,3,8.69,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,SMS,12,4,1,0,8.6,0
2025-01-06,2025,1,2,Monday,SCO,Scotland,Web,56,16,0,1,7.92,0
2025-01-06,2025,1,2,Monday,SE,South East,Agent Callback,26,8,1,1,7.97,0
2025-01-06,2025,1,2,Monday,SE,South East,App,67,22,1,1,7.95,0
2025-01-06,2025,1,2,Monday,SE,South East,IVR,18,6,1,0,8.76,0
2025-01-06,2025,1,2,Monday,SE,South East,Phone,139,36,7,6,9.21,0
2025-01-06,2025,1,2,Monday,SE,South East,SMS,9,5,0,0,8.71,0
2025-01-06,2025,1,2,Monday,SE,South East,Web,99,34,2,1,9.19,0
2025-01-06,2025,1,2,Monday,SW,South West,App,34,10,0,3,8.82,0
2025-01-06,2025,1,2,Monday,SW,South West,IVR,6,2,0,0,7.27,0
2025-01-06,2025,1,2,Monday,SW,South West,Phone,72,20,3,1,8.98,0
2025-01-06,2025,1,2,Monday,SW,South West,SMS,19,4,0,0,7.73,0
2025-01-06,2025,1,2,Monday,SW,South West,Web,46,14,2,2,8.04,0
2025-01-06,2025,1,2,Monday,WAL,Wales,Agent Callback,3,1,0,0,7.97,0
2025-01-06,2025,1,2,Monday,WAL,Wales,App,22,7,0,2,8.3,0
2025-01-06,2025,1,2,Monday,WAL,Wales,IVR,1,1,0,0,6.01,0
2025-01-06,2025,1,2,Monday,WAL,Wales,Phone,47,15,1,0,8.78,0
2025-01-06,2025,1,2,Monday,WAL,Wales,SMS,9,2,0,0,7.25,0
2025-01-06,2025,1,2,Monday,WAL,Wales,Web,40,14,1,1,10.53,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,Agent Callback,20,7,2,0,9.72,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,App,37,11,3,0,7.22,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,IVR,23,9,3,2,9.33,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,Phone,94,26,4,6,8.24,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,SMS,17,6,2,0,8.6,0
2025-01-06,2025,1,2,Monday,YRK,Yorkshire,Web,46,16,4,0,8.81,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,Agent Callback,22,5,0,0,8.82,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,App,133,38,5,5,9.3,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,IVR,34,11,1,1,7.58,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,Phone,134,36,6,2,9.16,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,SMS,38,11,5,1,7.61,0
2025-01-07,2025,1,2,Tuesday,MID,Midlands,Web,112,33,3,2,8.43,0
2025-01-07,2025,1,2,Tuesday,NE,North East,Agent Callback,9,2,0,0,7.91,0
2025-01-07,2025,1,2,Tuesday,NE,North East,App,28,10,1,1,7.71,0
2025-01-07,2025,1,2,Tuesday,NE,North East,IVR,21,8,1,3,7.68,0
2025-01-07,2025,1,2,Tuesday,NE,North East,Phone,101,27,3,3,8.41,0
2025-01-07,2025,1,2,Tuesday,NE,North East,SMS,13,3,1,1,8.12,0
2025-01-07,2025,1,2,Tuesday,NE,North East,Web,56,15,2,3,7.28,0
2025-01-07,2025,1,2,Tuesday,NW,North West,Agent Callback,18,5,0,0,8.79,0
2025-01-07,2025,1,2,Tuesday,NW,North West,App,42,14,2,0,8.68,0
2025-01-07,2025,1,2,Tuesday,NW,North West,IVR,9,4,0,0,9.42,0
2025-01-07,2025,1,2,Tuesday,NW,North West,Phone,115,39,3,3,8.4,0
2025-01-07,2025,1,2,Tuesday,NW,North West,SMS,7,4,0,1,7.83,0
2025-01-07,2025,1,2,Tuesday,NW,North West,Web,75,25,6,3,7.19,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,Agent Callback,11,4,1,0,6.82,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,App,41,12,1,2,8.73,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,IVR,9,3,2,0,7.4,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,Phone,67,25,3,4,8.0,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,SMS,5,3,0,0,10.14,0
2025-01-07,2025,1,2,Tuesday,SCO,Scotland,Web,74,19,6,2,9.04,0
2025-01-07,2025,1,2,Tuesday,SE,South East,Agent Callback,11,4,1,0,6.65,0
2025-01-07,2025,1,2,Tuesday,SE,South East,App,63,21,4,1,8.12,0
2025-01-07,2025,1,2,Tuesday,SE,South East,IVR,25,8,1,0,9.09,0
2025-01-07,2025,1,2,Tuesday,SE,South East,Phone,177,55,11,9,8.82,0
2025-01-07,2025,1,2,Tuesday,SE,South East,SMS,16,6,0,1,7.32,0
2025-01-07,2025,1,2,Tuesday,SE,South East,Web,96,26,4,3,7.85,0
2025-01-07,2025,1,2,Tuesday,SW,South West,Agent Callback,6,3,0,0,11.46,0
2025-01-07,2025,1,2,Tuesday,SW,South West,App,39,13,3,3,8.43,0
2025-01-07,2025,1,2,Tuesday,SW,South West,IVR,4,2,0,0,7.26,0
2025-01-07,2025,1,2,Tuesday,SW,South West,Phone,85,24,3,2,8.94,0
2025-01-07,2025,1,2,Tuesday,SW,South West,SMS,20,6,1,1,8.43,0
2025-01-07,2025,1,2,Tuesday,SW,South West,Web,33,13,5,2,9.18,0
2025-01-07,2025,1,2,Tuesday,WAL,Wales,Agent Callback,8,2,1,0,6.71,0
2025-01-07,2025,1,2,Tuesday,WAL,Wales,App,44,13,2,0,7.66,0
2025-01-07,2025,1,2,Tuesday,WAL,Wales,IVR,7,3,0,1,10.52,0
